交易日期,交易时间,证券代码,开盘价,最高价,最低价,收盘价,成交量,成交额,复权状态
2022-01-04,20220104093500000,sz.000430,17.6172642000,17.7411114000,17.5553406000,17.6172642000,257047,1462240.0000,后复权
2022-01-04,20220104094000000,sz.000430,17.6172642000,17.7720732000,17.6172642000,17.7411114000,217300,1243791.0000,后复权
2022-01-04,20220104094500000,sz.000430,17.7411114000,17.9888058000,17.7101496000,17.9888058000,357400,2061818.0000,后复权
2022-01-04,20220104095000000,sz.000430,17.9578440000,18.0816912000,17.9268822000,18.0197676000,410700,2387570.0000,后复权
2022-01-04,20220104095500000,sz.000430,18.0197676000,18.1745766000,18.0197676000,18.0816912000,615202,3596266.0000,后复权
2022-01-04,20220104100000000,sz.000430,18.0816912000,18.0816912000,17.9888058000,18.0197676000,194098,1130438.0000,后复权
2022-01-04,20220104100500000,sz.000430,17.9888058000,18.1126530000,17.9888058000,18.1126530000,181702,1059557.0000,后复权
2022-01-04,20220104101000000,sz.000430,18.1126530000,18.3293856000,18.0816912000,18.2984238000,405700,2382168.0000,后复权
2022-01-04,20220104101500000,sz.000430,18.2674620000,18.2674620000,18.1436148000,18.1745766000,375194,2206201.0000,后复权
2022-01-04,20220104102000000,sz.000430,18.1436148000,18.2674620000,18.1126530000,18.2674620000,139400,819319.0000,后复权
2022-01-04,20220104102500000,sz.000430,18.2365002000,18.2674620000,18.2055384000,18.2674620000,127700,752000.0000,后复权
2022-01-04,20220104103000000,sz.000430,18.2674620000,18.2674620000,18.2055384000,18.2365002000,242100,1425418.0000,后复权
2022-01-04,20220104103500000,sz.000430,18.2365002000,18.2674620000,18.1436148000,18.1745766000,80700,474104.0000,后复权
2022-01-04,20220104104000000,sz.000430,18.2055384000,18.2674620000,18.1436148000,18.2674620000,193500,1138316.0000,后复权
2022-01-04,20220104104500000,sz.000430,18.2674620000,18.2984238000,18.2365002000,18.2674620000,172500,1018010.0000,后复权
2022-01-04,20220104105000000,sz.000430,18.2674620000,18.2984238000,18.2365002000,18.2365002000,131500,776009.0000,后复权
2022-01-04,20220104105500000,sz.000430,18.2365002000,18.2984238000,18.2365002000,18.2674620000,87500,516408.0000,后复权
2022-01-04,20220104110000000,sz.000430,18.2674620000,18.3293856000,18.2674620000,18.2984238000,82500,487925.0000,后复权
2022-01-04,20220104110500000,sz.000430,18.2984238000,18.3603474000,18.2365002000,18.2365002000,205700,1216298.0000,后复权
2022-01-04,20220104111000000,sz.000430,18.2365002000,18.2674620000,18.2055384000,18.2674620000,62800,370003.0000,后复权
2022-01-04,20220104111500000,sz.000430,18.2674620000,18.2674620000,18.2055384000,18.2674620000,61100,359611.0000,后复权
2022-01-04,20220104112000000,sz.000430,18.2365002000,18.2365002000,18.1745766000,18.1745766000,24500,144036.0000,后复权
2022-01-04,20220104112500000,sz.000430,18.1745766000,18.2365002000,18.1745766000,18.2055384000,38500,226178.0000,后复权
2022-01-04,20220104113000000,sz.000430,18.2055384000,18.2365002000,18.1436148000,18.2055384000,13200,77535.0000,后复权
2022-01-04,20220104130500000,sz.000430,18.1745766000,18.2055384000,18.1126530000,18.2055384000,106600,625695.0000,后复权
2022-01-04,20220104131000000,sz.000430,18.2055384000,18.2984238000,18.1745766000,18.2674620000,118000,695532.0000,后复权
2022-01-04,20220104131500000,sz.000430,18.2674620000,18.3293856000,18.2365002000,18.2984238000,88400,522217.0000,后复权
2022-01-04,20220104132000000,sz.000430,18.2984238000,18.3913092000,18.2674620000,18.3913092000,289700,1715094.0000,后复权
2022-01-04,20220104132500000,sz.000430,18.3913092000,18.3913092000,18.3293856000,18.3603474000,138500,821270.0000,后复权
2022-01-04,20220104133000000,sz.000430,18.3603474000,18.3603474000,18.2674620000,18.2984238000,161600,954895.0000,后复权
2022-01-04,20220104133500000,sz.000430,18.2984238000,18.3293856000,18.2674620000,18.2984238000,72800,430719.0000,后复权
2022-01-04,20220104134000000,sz.000430,18.3293856000,18.3603474000,18.2984238000,18.3293856000,72900,431659.0000,后复权
2022-01-04,20220104134500000,sz.000430,18.3293856000,18.4222710000,18.3293856000,18.3913092000,141300,838610.0000,后复权
2022-01-04,20220104135000000,sz.000430,18.3603474000,18.5151564000,18.2984238000,18.3603474000,601600,3578255.0000,后复权
2022-01-04,20220104135500000,sz.000430,18.3603474000,18.3913092000,18.2984238000,18.3913092000,220700,1305899.0000,后复权
2022-01-04,20220104140000000,sz.000430,18.3913092000,18.4222710000,18.2674620000,18.3293856000,116300,688694.0000,后复权
2022-01-04,20220104140500000,sz.000430,18.3603474000,18.4222710000,18.3603474000,18.4222710000,82400,489448.0000,后复权
2022-01-04,20220104141000000,sz.000430,18.4222710000,18.4532328000,18.3913092000,18.4532328000,79300,472094.0000,后复权
2022-01-04,20220104141500000,sz.000430,18.4532328000,18.4841946000,18.3603474000,18.3913092000,152500,907178.0000,后复权
2022-01-04,20220104142000000,sz.000430,18.3913092000,18.4222710000,18.3293856000,18.3603474000,85300,506100.0000,后复权
2022-01-04,20220104142500000,sz.000430,18.3603474000,18.4532328000,18.3603474000,18.4532328000,72500,430974.0000,后复权
2022-01-04,20220104143000000,sz.000430,18.4532328000,18.4841946000,18.4222710000,18.4532328000,85200,507756.0000,后复权
2022-01-04,20220104143500000,sz.000430,18.4532328000,18.4841946000,18.4222710000,18.4222710000,183000,1089968.0000,后复权
2022-01-04,20220104144000000,sz.000430,18.4532328000,18.4532328000,18.3913092000,18.3913092000,103900,618353.0000,后复权
2022-01-04,20220104144500000,sz.000430,18.3913092000,18.4532328000,18.3913092000,18.4222710000,100100,595555.0000,后复权
2022-01-04,20220104145000000,sz.000430,18.4222710000,18.4532328000,18.3913092000,18.3913092000,220200,1310220.0000,后复权
2022-01-04,20220104145500000,sz.000430,18.4222710000,18.4222710000,18.3603474000,18.3913092000,159300,946748.0000,后复权
2022-01-04,20220104150000000,sz.000430,18.3913092000,18.4222710000,18.3913092000,18.4222710000,211100,1255955.0000,后复权
2022-01-05,20220105093500000,sz.000430,18.4222710000,19.2582396000,18.2055384000,18.7938126000,1665200,10129246.0000,后复权
2022-01-05,20220105094000000,sz.000430,18.7938126000,18.7938126000,18.4841946000,18.4841946000,900000,5428467.0000,后复权
2022-01-05,20220105094500000,sz.000430,18.5151564000,18.6699654000,18.4841946000,18.6390036000,437619,2624068.0000,后复权
2022-01-05,20220105095000000,sz.000430,18.6699654000,18.6699654000,18.5151564000,18.5461182000,262300,1574745.0000,后复权
2022-01-05,20220105095500000,sz.000430,18.5461182000,18.5461182000,18.2984238000,18.2984238000,358100,2127333.0000,后复权
2022-01-05,20220105100000000,sz.000430,18.2984238000,18.4841946000,18.2674620000,18.4532328000,243900,1449734.0000,后复权
2022-01-05,20220105100500000,sz.000430,18.4532328000,18.6080418000,18.3913092000,18.3913092000,247800,1480563.0000,后复权
2022-01-05,20220105101000000,sz.000430,18.3913092000,18.3913092000,18.2365002000,18.2674620000,339300,2005256.0000,后复权
2022-01-05,20220105101500000,sz.000430,18.2365002000,18.3293856000,18.1126530000,18.1436148000,360800,2119847.0000,后复权
2022-01-05,20220105102000000,sz.000430,18.1745766000,18.3293856000,17.9578440000,18.3293856000,410000,2399810.0000,后复权
2022-01-05,20220105102500000,sz.000430,18.3293856000,18.3293856000,18.2055384000,18.2674620000,119700,705863.0000,后复权
2022-01-05,20220105103000000,sz.000430,18.2365002000,18.2674620000,18.1126530000,18.1126530000,194200,1136646.0000,后复权
2022-01-05,20220105103500000,sz.000430,18.1126530000,18.2674620000,18.1126530000,18.2365002000,288400,1693651.0000,后复权
2022-01-05,20220105104000000,sz.000430,18.2365002000,18.4222710000,18.2055384000,18.3293856000,255000,1506605.0000,后复权
2022-01-05,20220105104500000,sz.000430,18.3293856000,18.3603474000,18.2055384000,18.2674620000,225300,1331182.0000,后复权
2022-01-05,20220105105000000,sz.000430,18.2365002000,18.2674620000,18.2055384000,18.2055384000,50900,299641.0000,后复权
2022-01-05,20220105105500000,sz.000430,18.2055384000,18.2674620000,18.0816912000,18.2055384000,238000,1395593.0000,后复权
2022-01-05,20220105110000000,sz.000430,18.2055384000,18.2365002000,18.2055384000,18.2055384000,62300,366627.0000,后复权
2022-01-05,20220105110500000,sz.000430,18.2055384000,18.2055384000,18.1126530000,18.2055384000,117800,691027.0000,后复权
2022-01-05,20220105111000000,sz.000430,18.2365002000,18.2365002000,18.1436148000,18.1745766000,108900,639931.0000,后复权
2022-01-05,20220105111500000,sz.000430,18.1745766000,18.2055384000,18.1436148000,18.2055384000,161800,949789.0000,后复权
2022-01-05,20220105112000000,sz.000430,18.2055384000,18.2055384000,18.1436148000,18.1436148000,15200,89329.0000,后复权
2022-01-05,20220105112500000,sz.000430,18.1436148000,18.2674620000,18.1436148000,18.2674620000,75000,440653.0000,后复权
2022-01-05,20220105113000000,sz.000430,18.2674620000,18.2674620000,18.2365002000,18.2365002000,42000,247636.0000,后复权
2022-01-05,20220105130500000,sz.000430,18.2674620000,18.2674620000,18.1745766000,18.2674620000,112200,660411.0000,后复权
2022-01-05,20220105131000000,sz.000430,18.2674620000,18.2984238000,18.2365002000,18.2984238000,61600,363353.0000,后复权
2022-01-05,20220105131500000,sz.000430,18.2984238000,18.2984238000,18.2365002000,18.2984238000,124500,734201.0000,后复权
2022-01-05,20220105132000000,sz.000430,18.2984238000,18.2984238000,18.2365002000,18.2365002000,114700,677164.0000,后复权
2022-01-05,20220105132500000,sz.000430,18.2674620000,18.2674620000,18.1745766000,18.1745766000,132200,777779.0000,后复权
2022-01-05,20220105133000000,sz.000430,18.1745766000,18.2055384000,18.1745766000,18.1745766000,71600,420376.0000,后复权
2022-01-05,20220105133500000,sz.000430,18.1745766000,18.2365002000,18.1745766000,18.1745766000,77500,455466.0000,后复权
2022-01-05,20220105134000000,sz.000430,18.1745766000,18.2674620000,18.1126530000,18.2674620000,253200,1484829.0000,后复权
2022-01-05,20220105134500000,sz.000430,18.2674620000,18.2674620000,18.2055384000,18.2365002000,55401,326747.0000,后复权
2022-01-05,20220105135000000,sz.000430,18.2365002000,18.2674620000,18.2055384000,18.2674620000,43100,253602.0000,后复权
2022-01-05,20220105135500000,sz.000430,18.2674620000,18.2984238000,18.2365002000,18.2365002000,64900,382638.0000,后复权
2022-01-05,20220105140000000,sz.000430,18.2365002000,18.2365002000,18.1745766000,18.2055384000,25200,148210.0000,后复权
2022-01-05,20220105140500000,sz.000430,18.2055384000,18.2365002000,18.1745766000,18.2055384000,39000,229116.0000,后复权
2022-01-05,20220105141000000,sz.000430,18.2055384000,18.2674620000,18.2055384000,18.2674620000,30600,180394.0000,后复权
2022-01-05,20220105141500000,sz.000430,18.2674620000,18.3293856000,18.2674620000,18.3293856000,64500,381511.0000,后复权
2022-01-05,20220105142000000,sz.000430,18.3293856000,18.3293856000,18.2365002000,18.3293856000,134000,791624.0000,后复权
2022-01-05,20220105142500000,sz.000430,18.3293856000,18.3293856000,18.2984238000,18.3293856000,29700,175675.0000,后复权
2022-01-05,20220105143000000,sz.000430,18.3293856000,18.3293856000,18.2674620000,18.2984238000,39000,230338.0000,后复权
2022-01-05,20220105143500000,sz.000430,18.2984238000,18.2984238000,18.2365002000,18.2674620000,44900,264958.0000,后复权
2022-01-05,20220105144000000,sz.000430,18.2674620000,18.2984238000,18.2365002000,18.2674620000,58000,342014.0000,后复权
2022-01-05,20220105144500000,sz.000430,18.2674620000,18.2984238000,18.2055384000,18.2055384000,63600,374741.0000,后复权
2022-01-05,20220105145000000,sz.000430,18.2055384000,18.3913092000,18.2055384000,18.3913092000,229720,1359385.0000,后复权
2022-01-05,20220105145500000,sz.000430,18.3913092000,18.3913092000,18.3293856000,18.3603474000,176600,1047447.0000,后复权
2022-01-05,20220105150000000,sz.000430,18.3603474000,18.3603474000,18.3293856000,18.3293856000,136200,806322.0000,后复权
2022-01-06,20220106093500000,sz.000430,18.2984238000,18.3603474000,18.1126530000,18.2365002000,496700,2923275.0000,后复权
2022-01-06,20220106094000000,sz.000430,18.2365002000,18.3603474000,18.2055384000,18.3293856000,279300,1646704.0000,后复权
2022-01-06,20220106094500000,sz.000430,18.3603474000,18.5770800000,18.3293856000,18.5151564000,564000,3361036.0000,后复权
2022-01-06,20220106095000000,sz.000430,18.5151564000,18.5151564000,18.3293856000,18.4222710000,130400,774982.0000,后复权
2022-01-06,20220106095500000,sz.000430,18.3913092000,18.3913092000,18.2055384000,18.2365002000,397000,2344013.0000,后复权
2022-01-06,20220106100000000,sz.000430,18.2674620000,18.3603474000,18.2674620000,18.3293856000,93000,549201.0000,后复权
2022-01-06,20220106100500000,sz.000430,18.3293856000,18.3913092000,18.2365002000,18.3293856000,168500,996110.0000,后复权
2022-01-06,20220106101000000,sz.000430,18.3293856000,18.3603474000,18.2674620000,18.2674620000,108700,643062.0000,后复权
2022-01-06,20220106101500000,sz.000430,18.2674620000,18.2984238000,18.1745766000,18.2365002000,96700,569138.0000,后复权
2022-01-06,20220106102000000,sz.000430,18.2365002000,18.2674620000,18.2055384000,18.2365002000,91900,541103.0000,后复权
2022-01-06,20220106102500000,sz.000430,18.2365002000,18.3603474000,18.2365002000,18.3293856000,97600,577132.0000,后复权
2022-01-06,20220106103000000,sz.000430,18.3293856000,18.3913092000,18.2984238000,18.2984238000,93100,551562.0000,后复权
2022-01-06,20220106103500000,sz.000430,18.2984238000,18.3293856000,18.2674620000,18.3293856000,42100,248831.0000,后复权
2022-01-06,20220106104000000,sz.000430,18.3293856000,18.3293856000,18.2365002000,18.2674620000,89500,528037.0000,后复权
2022-01-06,20220106104500000,sz.000430,18.2365002000,18.2674620000,18.2055384000,18.2674620000,42200,248594.0000,后复权
2022-01-06,20220106105000000,sz.000430,18.2674620000,18.2674620000,18.2055384000,18.2055384000,45800,269547.0000,后复权
2022-01-06,20220106105500000,sz.000430,18.2055384000,18.2365002000,18.1745766000,18.2365002000,45500,267789.0000,后复权
2022-01-06,20220106110000000,sz.000430,18.2055384000,18.2674620000,18.1745766000,18.2365002000,114600,673952.0000,后复权
2022-01-06,20220106110500000,sz.000430,18.2365002000,18.2365002000,18.1436148000,18.2365002000,124900,733930.0000,后复权
2022-01-06,20220106111000000,sz.000430,18.2365002000,18.2365002000,18.2055384000,18.2055384000,16400,96493.0000,后复权
2022-01-06,20220106111500000,sz.000430,18.2055384000,18.2055384000,18.1436148000,18.1436148000,114000,668696.0000,后复权
2022-01-06,20220106112000000,sz.000430,18.1436148000,18.2055384000,18.1126530000,18.1126530000,57900,339475.0000,后复权
