交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000400,64.9542177600,65.4679154400,63.9268224000,64.0980549600,65.0683728000,8613062,194090336.7100,后复权,3.262030,正常交易,-1.491200,133.835201,3.129111,-447.303029,3.837930,否
2010-01-05,sz.000400,64.1836712400,66.0672294000,62.4998844000,66.0386906400,64.0980549600,16633788,372623006.4300,后复权,6.299724,正常交易,3.027600,137.887202,3.223848,-460.845596,3.954128,否
2010-01-06,sz.000400,66.1528456800,67.4370898800,65.2110666000,66.2955394800,66.0386906400,11941159,276916494.6100,后复权,4.522482,正常交易,0.388900,138.423496,3.236387,-462.637995,3.969507,否
2010-01-07,sz.000400,65.9245356000,72.9165318000,65.7818418000,72.9165318000,66.2955394800,33090947,817866471.1900,后复权,12.532552,正常交易,9.987100,152.247969,3.559608,-508.842047,4.365945,否
2010-01-08,sz.000400,72.9450705600,73.4873070000,71.3754387600,72.1459852800,72.9165318000,18462952,468585517.0400,后复权,6.992484,正常交易,-1.056800,150.639086,3.521992,-503.464852,4.319807,否
2010-01-11,sz.000400,72.6311442000,74.0295434400,71.7464426400,72.5740666800,72.1459852800,15222029,389505675.7700,后复权,5.765047,正常交易,0.593400,151.532910,3.542890,-506.452183,4.345439,否
2010-01-12,sz.000400,72.7452992400,73.4873070000,70.5192759600,72.5455279200,72.5740666800,12439408,313393177.1600,后复权,4.711184,正常交易,-0.039300,151.473322,3.541496,-506.253027,4.343730,否
2010-01-13,sz.000400,70.7761248000,71.9747527200,69.5204193600,70.9188186000,72.5455279200,8983675,223092864.6200,后复权,3.402392,正常交易,-2.242300,148.076792,3.462084,-494.901169,4.246330,否
2010-01-14,sz.000400,70.9473573600,74.9998612800,70.7761248000,73.9153884000,70.9188186000,16388261,421438039.1000,后复权,6.206735,正常交易,4.225400,154.333558,3.608370,-515.812486,4.425752,否
2010-01-15,sz.000400,73.7726946000,75.8274853200,73.0021480800,73.4016907200,73.9153884000,13111891,341355701.6400,后复权,4.965874,正常交易,-0.695000,153.260969,3.583292,-512.227689,4.394994,否
