交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000408,30.8620419400,31.0338795900,30.1403238100,30.5183666400,30.6214692300,3157804,27936973.2900,后复权,1.251599,正常交易,-0.336700,-21.636537,7.523925,-268.395985,9.886080,是
2010-01-05,sz.000408,30.8620419400,30.8620419400,30.0715887500,30.4152640500,30.5183666400,3631205,32174474.3400,后复权,1.439232,正常交易,-0.337800,-21.563441,7.498506,-267.489241,9.852681,是
2010-01-06,sz.000408,30.4152640500,30.5871017000,29.8310160400,29.8997511000,30.4152640500,3791284,33095953.5000,后复权,1.502680,正常交易,-1.694900,-21.197959,7.371413,-262.955525,9.685686,是
2010-01-07,sz.000408,29.8310160400,30.1746913400,29.3498706200,29.6248108600,29.8997511000,4013033,34638560.9500,后复权,1.590570,正常交易,-0.919500,-21.003035,7.303630,-260.537544,9.596623,是
2010-01-08,sz.000408,30.2777939300,31.1026146500,30.1746913400,31.0338795900,29.6248108600,12306312,110124824.5700,后复权,4.877621,正常交易,4.756400,-22.002019,7.651018,-272.929701,10.053074,是
2010-01-11,sz.000408,30.2777939300,30.8964094700,30.1059562800,30.8964094700,31.0338795900,5612815,49721495.1300,后复权,2.224646,正常交易,-0.443000,-21.904557,7.617126,-271.720710,10.008542,是
2010-01-12,sz.000408,30.5183666400,31.2057172400,30.4496315800,30.8964094700,30.8964094700,3911638,35104271.8000,后复权,1.550382,正常交易,0.000000,-21.904557,7.617126,-271.720710,10.008542,是
2010-01-13,sz.000408,30.3465289900,30.5183666400,29.9341186300,29.9684861600,30.8964094700,3580890,31449435.1900,后复权,1.419290,正常交易,-3.003300,-21.246690,7.388358,-263.560021,9.707952,是
2010-01-14,sz.000408,30.0715887500,30.2090588700,29.6591783900,30.0715887500,29.9684861600,3225368,28051037.0000,后复权,1.278378,正常交易,0.344000,-21.319786,7.413777,-264.466764,9.741351,是
2010-01-15,sz.000408,29.9684861600,30.6902042900,29.8997511000,30.3121614600,30.0715887500,3079823,27209037.9800,后复权,1.220692,正常交易,0.800000,-21.490344,7.473087,-266.582498,9.819282,是
2010-01-18,sz.000408,29.9684861600,30.3121614600,29.8310160400,30.2090588700,30.3121614600,6264105,54680436.9900,后复权,2.482785,正常交易,-0.340100,-21.417248,7.447669,-265.675755,9.785883,是
2010-01-19,sz.000408,30.5183666400,30.6214692300,29.9341186300,30.1059562800,30.2090588700,4767734,41946885.8900,后复权,1.889697,正常交易,-0.341300,-21.344151,7.422250,-264.769012,9.752484,是
