交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000422,152.7633919000,158.2013393400,152.6202880200,156.5556447200,152.7633919000,10083108,220220959.7300,后复权,1.859304,正常交易,2.482400,787.629773,1.497593,55.139159,5.712617,否
2010-01-05,sz.000422,156.3409889000,157.7720277000,152.4771841400,155.4108136800,156.5556447200,5989384,130281674.3600,后复权,1.104430,正常交易,-0.731300,781.870140,1.486642,54.735947,5.670842,否
2010-01-06,sz.000422,155.4108136800,158.3444432200,151.4039050400,155.6970214400,155.4108136800,5036970,109217862.3400,后复权,0.928807,正常交易,0.184200,783.310048,1.489379,54.836750,5.681286,否
2010-01-07,sz.000422,154.5521904000,156.7703005400,146.6814770000,148.8995871400,155.6970214400,7788928,165561134.4400,后复权,1.436262,正常交易,-4.365800,749.112229,1.424356,52.442683,5.433252,否
2010-01-08,sz.000422,148.8280352000,154.9815020400,147.4685483400,154.8383981600,148.8995871400,9550695,203158075.1200,后复权,1.761128,正常交易,3.988500,778.990324,1.481166,54.534342,5.649955,否
2010-01-11,sz.000422,157.4142680000,158.1297874000,148.8280352000,151.4754569800,154.8383981600,5887095,126286815.9200,后复权,1.085568,正常交易,-2.171900,762.071403,1.448996,53.349908,5.527244,否
2010-01-12,sz.000422,151.4754569800,163.5677348400,149.5435546000,162.3513518600,151.4754569800,22091724,478817038.5100,后复权,4.073667,正常交易,7.180000,816.787914,1.553034,57.180417,5.924098,否
2010-01-13,sz.000422,156.9849563600,168.8625784000,155.4823656200,165.5711891600,162.3513518600,15447463,355024282.7700,后复权,2.848480,正常交易,1.983300,832.986881,1.583834,58.314449,6.041588,否
2010-01-14,sz.000422,165.2849814000,168.1470590000,163.9254945400,168.0755070600,165.5711891600,6530275,151771727.4400,后复权,1.204169,正常交易,1.512500,845.586077,1.607790,59.196474,6.132969,否
2010-01-15,sz.000422,168.7910264600,170.5798249600,164.5694620000,165.6427411000,168.0755070600,5174562,121143882.4300,后复权,0.954178,正常交易,-1.447400,833.346858,1.584519,58.339649,6.044199,否
2010-01-18,sz.000422,162.4944557400,179.5953694000,162.4944557400,177.5919150800,165.6427411000,6956653,169046098.0200,后复权,1.282792,正常交易,7.213800,893.463024,1.698823,62.548168,6.480217,否
2010-01-19,sz.000422,177.5919150800,181.1695120800,171.7246560000,177.3772592600,177.5919150800,5715294,141607546.9600,后复权,1.053888,正常交易,-0.120900,892.383093,1.696770,62.472566,6.472384,否
2010-01-20,sz.000422,174.8013894200,176.0177724000,164.7841178200,166.0005008000,177.3772592600,7391364,175188754.4400,后复权,1.362952,正常交易,-6.413900,835.146743,1.587941,58.465653,6.057253,否
2010-01-21,sz.000422,165.9289488600,166.7160202000,160.7772091800,165.8573969200,166.0005008000,9083466,206162167.2100,后复权,1.674972,正常交易,-0.086200,834.426789,1.586572,58.415251,6.052032,否
2010-01-22,sz.000422,162.9953193200,164.6410139400,149.2573468400,152.4771841400,165.8573969200,11480754,245623598.7200,后复权,2.117027,正常交易,-8.067300,767.111081,1.458579,53.702718,5.563796,否
2010-01-25,sz.000422,149.2573468400,156.2694369600,146.0375095400,147.8263080400,152.4771841400,11528095,242239725.7800,后复权,2.125756,正常交易,-3.050200,743.712574,1.414089,52.064672,5.394089,否
2010-01-26,sz.000422,150.1159701200,150.1159701200,135.0900627200,139.0969713600,147.8263080400,8418302,167805133.7300,后复权,1.552317,正常交易,-5.905100,699.795374,1.330585,48.990185,5.075561,否
2010-01-27,sz.000422,138.8823155400,142.7461203000,136.0202379400,138.0236922600,139.0969713600,5227436,101947041.8500,后复权,0.963928,正常交易,-0.771600,694.395718,1.320318,48.612174,5.036397,否
2010-01-28,sz.000422,139.1685233000,145.8228537200,137.8090364400,144.3202629800,138.0236922600,9274685,186678172.2200,后复权,1.710232,正常交易,4.561900,726.073698,1.380551,50.829837,5.266155,否
2010-01-29,sz.000422,144.1771591000,154.1944307000,143.1038800000,149.1857949000,144.3202629800,6627468,139337450.0200,后复权,1.222091,正常交易,3.371300,750.552137,1.427094,52.543485,5.443695,否
2010-02-01,sz.000422,148.8280352000,152.2625283200,139.5262830000,144.8211265600,149.1857949000,5438400,109163261.8800,后复权,1.002829,正常交易,-2.925700,728.593538,1.385342,51.006242,5.284431,否
2010-02-02,sz.000422,144.7495746200,150.8314895200,144.0340552200,146.6814770000,144.8211265600,5842017,121231386.3800,后复权,1.077256,正常交易,1.284600,737.952941,1.403138,51.661461,5.352314,否
2010-02-03,sz.000422,146.1090614800,148.5418274400,137.3797248000,145.5366459600,146.6814770000,5696003,112570747.0700,后复权,1.050331,正常交易,-0.780500,732.193308,1.392186,51.258249,5.310540,否
2010-02-04,sz.000422,144.5349188000,146.3237173000,141.5297373200,143.4616397000,145.5366459600,5541746,111671305.5800,后复权,1.021886,正常交易,-1.425800,721.753974,1.372337,50.527428,5.234825,否
2010-02-05,sz.000422,139.5262830000,139.5262830000,133.6590239200,134.3745433200,143.4616397000,13169099,249590275.6200,后复权,2.428354,正常交易,-6.334200,676.036889,1.285411,47.326938,4.903242,否
2010-02-08,sz.000422,134.2314394400,136.8788612200,133.0866084000,133.1581603400,134.3745433200,5251419,98815771.0000,后复权,0.968351,正常交易,-0.905200,669.917279,1.273775,46.898526,4.858857,否
2010-02-09,sz.000422,133.8021278000,136.7357573400,133.8021278000,135.9486860000,133.1581603400,3552291,67343593.9900,后复权,0.655035,正常交易,2.095600,683.956384,1.300469,47.881354,4.960682,否
2010-02-10,sz.000422,137.7374845000,140.6711140400,136.3064457000,139.3831791200,135.9486860000,2840218,55039367.9700,后复权,0.523730,正常交易,2.526300,701.235282,1.333323,49.090988,5.086004,否
2010-02-11,sz.000422,140.3133543400,142.0306009000,138.9538674800,140.0271465800,139.3831791200,4740922,93120006.6800,后复权,0.874216,正常交易,0.462000,704.475076,1.339483,49.317794,5.109502,否
2010-02-12,sz.000422,141.6728412000,142.0306009000,140.0271465800,142.0306009000,140.0271465800,3644674,72033196.5400,后复权,0.672070,正常交易,1.430800,714.554433,1.358648,50.023414,5.182607,否
2010-02-22,sz.000422,142.0306009000,144.9642304400,141.5297373200,143.1754319400,142.0306009000,3882017,77795648.2400,后复权,0.715836,正常交易,0.806000,720.314066,1.369599,50.426626,5.224381,否
2010-02-23,sz.000422,143.1038800000,144.2487110400,140.2418024000,143.8193994000,143.1754319400,3871322,76836657.5200,后复权,0.713864,正常交易,0.449800,723.553859,1.375759,50.653432,5.247879,否
2010-02-24,sz.000422,144.3202629800,150.1159701200,140.9573218000,149.1857949000,143.8193994000,6410687,131998842.9700,后复权,1.182117,正常交易,3.731300,750.552137,1.427094,52.543485,5.443695,否
2010-02-25,sz.000422,149.1857949000,149.1857949000,149.1857949000,149.1857949000,149.1857949000,0,0.0000,后复权,,停牌,0.000000,750.552137,1.427094,52.543485,5.443695,否
2010-02-26,sz.000422,151.3323531000,153.5504632400,147.7547561000,153.2642554800,149.1857949000,6453659,136439577.2300,后复权,1.190041,正常交易,2.733800,771.070829,1.466108,53.979926,5.592516,否
2010-03-01,sz.000422,154.1944307000,154.1944307000,149.7582104200,152.4056322000,153.2642554800,4493838,95102724.1500,后复权,0.828654,正常交易,-0.560200,766.751104,1.457894,53.677518,5.561185,否
2010-03-02,sz.000422,152.5487360800,154.5521904000,150.8314895200,154.5521904000,152.4056322000,4279967,91797469.9900,后复权,0.789217,正常交易,1.408500,777.550416,1.478428,54.433539,5.639512,否
2010-03-03,sz.000422,155.9832292000,156.6987486000,153.4789113000,156.1263330800,154.5521904000,7880248,170622810.2600,后复权,1.453101,正常交易,1.018500,785.469911,1.493486,54.987955,5.696951,否
2010-03-04,sz.000422,157.4142680000,159.3461703800,150.3306259400,150.8314895200,156.1263330800,12969517,282853674.1300,后复权,2.391552,正常交易,-3.391400,758.831609,1.442836,53.123102,5.503746,否
2010-03-05,sz.000422,152.4056322000,152.7633919000,146.6814770000,148.4702755000,150.8314895200,6271554,131042618.7900,后复权,1.156461,正常交易,-1.565500,746.952367,1.420249,52.291478,5.417587,否
2010-03-08,sz.000422,148.8280352000,150.0444181800,147.8263080400,148.7564832600,148.4702755000,4475550,93140717.8100,后复权,0.825282,正常交易,0.192800,748.392275,1.422987,52.392281,5.428030,否
2010-03-09,sz.000422,149.4004507200,149.4004507200,145.8228537200,147.7547561000,148.7564832600,4638577,95704319.5900,后复权,0.855344,正常交易,-0.673400,743.352597,1.413405,52.039471,5.391478,否
2010-03-10,sz.000422,148.8280352000,148.8995871400,139.1685233000,141.5297373200,147.7547561000,9270464,184085334.8100,后复权,1.709454,正常交易,-4.213100,712.034594,1.353857,49.847009,5.164331,否
2010-03-11,sz.000422,141.6728412000,142.0306009000,136.3064457000,138.4530039000,141.5297373200,10336890,199936344.2100,后复权,1.906101,正常交易,-2.173900,696.555581,1.324425,48.763379,5.052063,否
2010-03-12,sz.000422,137.9521403200,141.3866334400,137.7374845000,138.5245558400,138.4530039000,7247644,140819666.3300,后复权,1.336450,正常交易,0.051700,696.915558,1.325110,48.788579,5.054674,否
2010-03-15,sz.000422,138.8107636000,140.7426659800,135.0900627200,137.0219651000,138.5245558400,9727609,186175985.1400,后复权,1.793751,正常交易,-1.084700,689.356040,1.310736,48.259364,4.999845,否
2010-03-16,sz.000422,137.7374845000,137.7374845000,135.5909263000,137.0219651000,137.0219651000,4789976,91509561.8300,后复权,0.883261,正常交易,0.000000,689.356040,1.310736,48.259364,4.999845,否
2010-03-17,sz.000422,137.8805883800,141.0288737400,136.3064457000,140.8857698600,137.0219651000,8508999,165578575.4600,后复权,1.569041,正常交易,2.819800,708.794800,1.347697,49.620203,5.140833,否
2010-03-18,sz.000422,140.9573218000,143.8193994000,140.2418024000,141.1004256800,140.8857698600,6323078,125612162.6400,后复权,1.165962,正常交易,0.152400,709.874731,1.349750,49.695805,5.148665,否
2010-03-19,sz.000422,142.0306009000,143.1754319400,140.2418024000,143.0323280600,141.1004256800,5946686,117829302.8400,后复权,1.096556,正常交易,1.369200,719.594112,1.368230,50.376224,5.219159,否
2010-03-22,sz.000422,143.1038800000,148.2556196800,142.4599125400,147.6116522200,143.0323280600,12956482,263454375.3300,后复权,2.389148,正常交易,3.201600,742.632642,1.412036,51.989070,5.386256,否
2010-03-23,sz.000422,148.7564832600,152.4056322000,145.9659576000,147.3969964000,147.6116522200,17796731,372564837.2700,后复权,3.281680,正常交易,-0.145400,741.552711,1.409982,51.913468,5.378423,否
2010-03-24,sz.000422,146.8961328200,148.0409638600,142.8892241800,145.2504382000,147.3969964000,10307010,209501567.0200,后复权,1.900591,正常交易,-1.456300,730.753400,1.389449,51.157446,5.300097,否
2010-03-25,sz.000422,144.6780226800,153.0495996600,144.1771591000,150.7599375800,145.2504382000,20524887,429187388.7500,后复权,3.784746,正常交易,3.793100,48.079223,1.304463,17.017690,5.264812,否
2010-03-26,sz.000422,152.1909763800,152.1909763800,144.5349188000,147.6116522200,150.7599375800,16363584,335351877.1800,后复权,3.017410,正常交易,-2.088300,47.075195,1.277222,16.662314,5.154868,否
2010-03-29,sz.000422,147.3969964000,147.3969964000,141.6728412000,144.1771591000,147.6116522200,18646654,374048522.7600,后复权,3.438404,正常交易,-2.326700,45.979893,1.247505,16.274630,5.034929,否
2010-03-30,sz.000422,143.1038800000,143.6762955200,141.5297373200,143.1038800000,144.1771591000,16944020,337261892.9900,后复权,3.124442,正常交易,-0.744400,45.637610,1.238219,16.153479,4.997448,否
2010-03-31,sz.000422,142.9607761200,145.6797498400,142.6030164200,143.8909513400,143.1038800000,16534679,332981936.4400,后复权,3.048960,正常交易,0.550000,45.888617,1.245029,16.242323,5.024934,否
2010-04-01,sz.000422,144.8211265600,149.6151065400,143.8909513400,148.3271716200,143.8909513400,18963834,388512780.7800,后复权,3.496891,正常交易,3.083000,47.303383,1.283414,16.743081,5.179855,否
2010-04-02,sz.000422,149.0426910200,152.9064957800,148.3271716200,152.1909763800,148.3271716200,23671784,501740919.5900,后复权,4.365027,正常交易,2.604900,48.535599,1.316845,17.179225,5.314786,否
2010-04-06,sz.000422,153.1927035400,154.1944307000,147.1823405800,148.8995871400,152.1909763800,21928962,460301414.0900,后复权,4.043654,正常交易,-2.162700,47.485934,1.288366,16.807695,5.199845,否
2010-04-07,sz.000422,148.8280352000,149.5435546000,145.8944056600,147.3254444600,148.8995871400,12870384,264830572.7600,后复权,2.373272,正常交易,-1.057200,46.983920,1.274746,16.630007,5.144873,否
2010-04-08,sz.000422,146.8961328200,152.0478725000,146.1806134200,151.8332166800,147.3254444600,26728678,561437782.6300,后复权,4.928712,正常交易,3.059700,48.421505,1.313750,17.138841,5.302293,否
