交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000407,52.0833549300,52.7366239200,51.5488621200,52.1427430200,51.8458025700,7675852,67210397.5800,后复权,1.547366,正常交易,0.572700,24.218077,3.301584,-57.629609,4.690972,否
2010-01-05,sz.000407,52.2615192000,52.5584596500,50.4798765000,51.4300859400,52.1427430200,9974689,85916694.4700,后复权,2.010786,正常交易,-1.366700,23.887078,3.256460,-56.841961,4.626858,否
2010-01-06,sz.000407,51.1331454900,51.7864144800,50.5392645900,51.0737574000,51.4300859400,8832238,76183835.2600,后复权,1.780481,正常交易,-0.692800,23.721579,3.233897,-56.448137,4.594802,否
2010-01-07,sz.000407,51.0143693100,51.6676383000,49.9453836900,51.6676383000,51.0737574000,11060600,94399238.1000,后复权,2.229694,正常交易,1.162800,23.997411,3.271501,-57.104510,4.648229,否
2010-01-08,sz.000407,51.4894740300,52.5584596500,51.0143693100,51.9051906600,51.6676383000,16656930,145106730.5100,后复权,3.357852,正常交易,0.459800,24.107744,3.286542,-57.367060,4.669601,否
2010-01-11,sz.000407,52.2615192000,52.2615192000,50.4204884100,50.5986526800,51.9051906600,11065748,94932629.3400,后复权,2.230732,正常交易,-2.517200,23.500913,3.203815,-55.923038,4.552059,否
2010-01-12,sz.000407,50.8362050400,51.4894740300,49.2327266100,51.4300859400,50.5986526800,12270027,104164721.9700,后复权,2.473501,正常交易,1.643200,23.887078,3.256460,-56.841961,4.626858,否
2010-01-13,sz.000407,50.4204884100,51.1331454900,49.5890551500,49.7672194200,51.4300859400,14634596,123648194.7300,后复权,2.950172,正常交易,-3.233300,23.114748,3.151170,-55.004114,4.477260,否
2010-01-14,sz.000407,50.3017122300,51.3113097600,49.9453836900,51.2519216700,49.7672194200,14135204,121151478.2200,后复权,2.849500,正常交易,2.983300,23.804328,3.245178,-56.645049,4.610830,否
2010-01-15,sz.000407,51.2519216700,51.2519216700,51.2519216700,51.2519216700,51.2519216700,0,0.0000,后复权,,停牌,0.000000,23.804328,3.245178,-56.645049,4.610830,否
2010-01-18,sz.000407,52.3209072900,53.2711167300,51.8458025700,52.8554001000,51.2519216700,23881247,211398883.1500,后复权,4.814194,正常交易,3.128600,24.549076,3.346708,-58.417258,4.755085,否
2010-01-19,sz.000407,52.9147881900,53.2117286400,52.4396834700,52.9147881900,52.8554001000,14809840,131649734.6100,后复权,2.985499,正常交易,0.112400,24.576659,3.350468,-58.482895,4.760428,否
