交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000404,15.0023506200,15.0023506200,14.6172261000,14.7747770400,14.8097883600,4773106,40270335.5700,后复权,2.098357,正常交易,-0.236400,42.956708,0.868174,-27.151295,5.218639,否
2010-01-05,sz.000404,14.7747770400,14.8447996800,14.4771808200,14.7572713800,14.7747770400,5768051,48267083.2500,后复权,2.535756,正常交易,-0.118500,42.905811,0.867145,-27.119125,5.212456,否
2010-01-06,sz.000404,14.7047544000,15.0198562800,14.6172261000,14.6347317600,14.7572713800,7206715,61157039.8600,后复权,3.168223,正常交易,-0.830400,42.549535,0.859945,-26.893937,5.169173,否
2010-01-07,sz.000404,14.6172261000,14.6872487400,14.0045280000,14.1095619600,14.6347317600,6878898,56403208.8100,后复权,3.024107,正常交易,-3.588500,41.022638,0.829085,-25.928843,4.983676,否
2010-01-08,sz.000404,14.0395393200,14.2846185600,13.8819883800,14.2846185600,14.1095619600,4829425,38891754.2300,后复权,2.123116,正常交易,1.240700,41.531604,0.839372,-26.250541,5.045509,否
2010-01-11,sz.000404,14.2846185600,14.4246638400,14.0220336600,14.1445732800,14.2846185600,3898971,31482699.0800,后复权,1.714069,正常交易,-0.980400,41.124431,0.831143,-25.993183,4.996043,否
2010-01-12,sz.000404,14.1270676200,14.7922827000,14.0570449800,14.7397657200,14.1445732800,6743588,55917464.3000,后复权,2.964622,正常交易,4.207900,42.854914,0.866116,-27.086955,5.206272,否
2010-01-13,sz.000404,14.4421695000,15.1248902400,14.3196298800,14.7397657200,14.7397657200,9249941,78599723.3100,后复权,4.066467,正常交易,0.000000,42.854914,0.866116,-27.086955,5.206272,否
2010-01-14,sz.000404,14.7397657200,15.3174525000,14.7397657200,15.3174525000,14.7397657200,10897860,94419895.3700,后复权,4.790927,正常交易,3.919200,44.534501,0.900062,-28.148558,5.410319,否
2010-01-15,sz.000404,15.2649355200,15.5275204200,15.0898789200,15.4925091000,15.3174525000,10454179,91910765.4600,后复权,4.595876,正常交易,1.142900,45.043467,0.910348,-28.470256,5.472151,否
2010-01-18,sz.000404,15.5275204200,15.6150487200,15.2999468400,15.4224864600,15.4925091000,7800782,68704134.7200,后复权,3.429387,正常交易,-0.452000,44.839881,0.906233,-28.341577,5.447418,否
