date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2010-01-04,sz.000401,54.7533405000,56.4511185000,54.1308219000,54.1874145000,54.6118590000,11789417,229544758.0900,1,0.972994,1,-0.777200,27.662948,3.895574,21.022564,3.620276,0
2010-01-05,sz.000401,54.3288960000,54.3288960000,52.3198587000,53.1970440000,54.1874145000,17642263,329251841.3900,1,1.456035,1,-1.827700,27.157359,3.824375,20.638340,3.554109,0
2010-01-06,sz.000401,53.0555625000,53.0555625000,51.6973401000,51.9520068000,53.1970440000,16745029,308162219.9900,1,1.381986,1,-2.340400,26.521761,3.734868,20.155315,3.470928,0
2010-01-07,sz.000401,51.5275623000,51.9237105000,49.7165991000,50.2825251000,51.9520068000,15840799,283938028.8100,1,1.307359,1,-3.213500,25.669482,3.614848,19.507622,3.359389,0
2010-01-08,sz.000401,50.2825251000,50.2825251000,50.2825251000,50.2825251000,50.2825251000,0,0.0000,1,,0,0.000000,25.669482,3.614848,19.507622,3.359389,0
2010-01-11,sz.000401,50.9616363000,51.4426734000,48.3583767000,48.8960064000,50.2825251000,19219144,333528391.6000,1,1.586177,1,-2.757500,24.961658,3.515170,18.969708,3.266756,0
2010-01-12,sz.000401,49.3770435000,49.8863769000,46.6888950000,49.7165991000,48.8960064000,28736460,487527277.9300,1,2.371652,1,1.678200,25.380574,3.574163,19.288065,3.321580,0
2010-01-13,sz.000401,48.1037100000,48.7828212000,47.1133395000,47.3963025000,49.7165991000,24143580,407468827.4300,1,1.992596,1,-4.667000,24.196051,3.407355,18.387882,3.166560,0
2010-01-14,sz.000401,48.2451915000,48.2451915000,46.1229690000,47.6226729000,47.3963025000,33541874,556293911.2900,1,2.768248,1,0.477600,24.311614,3.423629,18.475705,3.181684,0
2010-01-15,sz.000401,47.5377840000,48.3300804000,47.0001543000,48.1037100000,47.6226729000,17505535,296449075.9600,1,1.444751,1,1.010100,24.557186,3.458212,18.662329,3.213822,0
