交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000409,17.3833765700,17.3833765700,16.5508773500,16.5508773500,17.1851624700,1456030,12446575.1900,后复权,0.877391,正常交易,-3.690900,2339.246075,,-24047.071536,28.707727,是
2010-01-05,sz.000409,16.7490914500,16.8283770900,16.1544491500,16.3724846600,16.5508773500,1097973,9054823.3500,后复权,0.661629,正常交易,-1.077800,2314.032645,,-23787.881544,28.398302,是
2010-01-06,sz.000409,16.2931990200,16.5508773500,15.9562350500,16.4121274800,16.3724846600,879467,7245625.0700,后复权,0.529959,正常交易,0.242100,2319.635629,,-23845.479320,28.467063,是
2010-01-07,sz.000409,16.5310559400,16.5508773500,15.8571280000,15.9958778700,16.4121274800,884445,7197679.3400,后复权,0.532959,正常交易,-2.536200,2260.804291,,-23240.702670,27.745072,是
2010-01-08,sz.000409,15.8967708200,16.3328418400,15.8571280000,16.2733776100,15.9958778700,908779,7384143.4700,后复权,0.547622,正常交易,1.734800,2300.025183,,-23643.887103,28.226400,是
2010-01-11,sz.000409,16.2931990200,16.3923060700,15.7976637700,15.9760564600,16.2733776100,972346,7808820.9400,后复权,0.585927,正常交易,-1.827000,2258.002798,,-23211.903782,27.710692,是
2010-01-12,sz.000409,15.9760564600,16.1346277400,15.7183781300,16.0156992800,15.9760564600,1128486,9056168.4200,后复权,0.680016,正常交易,0.248100,2263.605783,,-23269.501559,27.779453,是
2010-01-13,sz.000409,15.8769494100,16.5905201700,15.7778423600,16.2733776100,16.0156992800,2119256,17384436.5700,后复权,1.277045,正常交易,1.608900,2300.025183,,-23643.887103,28.226400,是
2010-01-14,sz.000409,16.2733776100,16.5112345300,16.2733776100,16.4319488900,16.2733776100,819343,6777914.0200,后复权,0.493729,正常交易,0.974400,2322.437121,,-23874.278208,28.501444,是
2010-01-15,sz.000409,16.4914131200,16.5706987600,15.8571280000,16.3526632500,16.4319488900,1008461,8337743.2000,后复权,0.607690,正常交易,-0.482500,2311.231152,,-23759.082656,28.363922,是
2010-01-18,sz.000409,16.3526632500,16.4319488900,15.9958778700,16.2733776100,16.3526632500,2054529,16719430.4600,后复权,1.238041,正常交易,-0.484800,2300.025183,,-23643.887103,28.226400,是
2010-01-19,sz.000409,16.2337347900,16.9473055500,16.1742705600,16.7689128600,16.2733776100,1998584,16665024.9500,后复权,1.204329,正常交易,3.045100,2370.062491,,-24363.859305,29.085912,是
2010-01-20,sz.000409,16.7689128600,16.8878413200,15.9364136400,16.2931990200,16.7689128600,1819560,15296885.7700,后复权,1.096451,正常交易,-2.836900,2302.826675,,-23672.685991,28.260780,是
2010-01-21,sz.000409,16.5508773500,16.5508773500,15.4805212100,16.3328418400,16.2931990200,1159169,9475457.6100,后复权,0.698505,正常交易,0.243300,2308.429660,,-23730.283768,28.329541,是
2010-01-22,sz.000409,16.0553421000,16.3724846600,15.8174851800,16.2733776100,16.3328418400,1263369,10268988.0300,后复权,0.761295,正常交易,-0.364100,2300.025183,,-23643.887103,28.226400,是
2010-01-25,sz.000409,16.0355206900,16.3130204300,15.6589139000,15.8174851800,16.2733776100,1475082,11844645.8300,后复权,0.888872,正常交易,-2.801500,2235.590860,,-22981.512678,27.435648,是
2010-01-26,sz.000409,15.7778423600,16.0553421000,15.4408783900,15.4805212100,15.8174851800,1695199,13325917.8900,后复权,1.021512,正常交易,-2.130300,2187.965491,,-22491.931581,26.851179,是
2010-01-27,sz.000409,15.4606998000,15.6787353100,15.3814141600,15.4606998000,15.4805212100,684150,5348133.4700,后复权,0.412263,正常交易,-0.128000,2185.163998,,-22463.132693,26.816799,是
2010-01-28,sz.000409,15.4606998000,15.5796282600,15.4012355700,15.5796282600,15.4606998000,655623,5123387.5400,后复权,0.395073,正常交易,0.769200,2201.972952,,-22635.926021,27.023082,是
2010-01-29,sz.000409,15.4805212100,15.6192710800,15.1633786500,15.3814141600,15.5796282600,1676183,12982667.6600,后复权,1.010053,正常交易,-1.272300,2173.958029,,-22347.937140,26.679277,是
2010-02-01,sz.000409,15.2624857000,15.6390924900,15.1435572400,15.2823071100,15.3814141600,1057411,8178241.2000,后复权,0.637187,正常交易,-0.644300,2159.950568,,-22203.942700,26.507374,是
2010-02-02,sz.000409,15.4408783900,15.5598068500,15.2030214700,15.4606998000,15.2823071100,500606,3903416.9700,后复权,0.301661,正常交易,1.167300,2185.163998,,-22463.132693,26.816799,是
2010-02-03,sz.000409,15.5598068500,15.8571280000,15.4012355700,15.8571280000,15.4606998000,803934,6317993.7600,后复权,0.484444,正常交易,2.564100,2241.193845,,-23039.110454,27.504409,是
2010-02-04,sz.000409,15.8373065900,16.6499844000,15.6589139000,16.6499844000,15.8571280000,1651303,13827276.2000,后复权,0.995061,正常交易,5.000000,2353.253537,,-24191.065977,28.879629,是
2010-02-05,sz.000409,16.8481985000,17.4428408000,16.4715917100,16.8680199100,16.6499844000,2331761,19875176.1500,后复权,1.405099,正常交易,1.309500,2384.069952,,-24507.853745,29.257815,是
2010-02-08,sz.000409,16.9274841400,17.0265911900,16.5706987600,16.7094486300,16.8680199100,803896,6807233.7400,后复权,0.484421,正常交易,-0.940100,2361.658014,,-24277.462641,28.982771,是
2010-02-09,sz.000409,16.6499844000,16.8085556800,15.9562350500,16.1940919700,16.7094486300,774442,6400920.3900,后复权,0.466672,正常交易,-3.084200,2288.819214,,-23528.691551,28.088878,是
2010-02-10,sz.000409,16.2535562000,16.4517703000,16.0949849200,16.3724846600,16.1940919700,321247,2635602.9900,后复权,0.193581,正常交易,1.101600,2314.032645,,-23787.881544,28.398302,是
2010-02-11,sz.000409,16.4319488900,16.4319488900,16.1148063300,16.2337347900,16.3724846600,321102,2631027.3200,后复权,0.193493,正常交易,-0.847500,2294.422198,,-23586.289327,28.157639,是
2010-02-12,sz.000409,16.3923060700,16.3923060700,16.0949849200,16.2733776100,16.2337347900,347040,2838507.7400,后复权,0.209123,正常交易,0.244200,2300.025183,,-23643.887103,28.226400,是
2010-02-22,sz.000409,16.2535562000,17.0464126000,16.2139133800,16.8481985000,16.2733776100,1581776,13388821.7300,后复权,0.953165,正常交易,3.532300,2381.268460,,-24479.054857,29.223434,是
2010-02-23,sz.000409,16.8481985000,17.1455196500,16.6499844000,16.7490914500,16.8481985000,559479,4741323.8700,后复权,0.337137,正常交易,-0.588200,2367.260998,,-24335.060417,29.051532,是
2010-02-24,sz.000409,16.7490914500,17.5023050300,16.7490914500,17.3833765700,16.7490914500,1832673,16005635.5200,后复权,1.104353,正常交易,3.787000,2456.908752,,-25256.624835,30.151708,是
2010-02-25,sz.000409,17.3833765700,17.6410549000,17.2446267000,17.5023050300,17.3833765700,1032215,9071696.7500,后复权,0.622004,正常交易,0.684200,2473.717706,,-25429.418164,30.357991,是
2010-02-26,sz.000409,17.5419478500,17.6410549000,17.2446267000,17.3635551600,17.5023050300,1024418,8972588.2000,后复权,0.617305,正常交易,-0.792800,2454.107260,,-25227.825947,30.117328,是
2010-03-01,sz.000409,17.2446267000,17.4031979800,17.0067697800,17.2049838800,17.3635551600,995450,8634236.0300,后复权,0.599850,正常交易,-0.913200,2431.695321,,-24997.434843,29.842284,是
2010-03-02,sz.000409,17.2842695200,17.6014120800,17.1455196500,17.5815906700,17.2049838800,1032966,9058998.6200,后复权,0.622456,正常交易,2.188900,2484.923675,,-25544.613716,30.495513,是
