交易日期,证券代码,开盘价,最高价,最低价,收盘价,昨收价,成交量,成交额,复权状态,换手率,交易状态,涨跌幅,滚动市盈率,滚动市销率,滚动市现率,市净率,是否ST
2010-01-04,sz.000429,10.9978835400,11.1386242800,10.8772486200,10.9174602600,10.9777777200,5846793,31903576.6500,后复权,1.259335,正常交易,-0.549500,19.428373,7.558949,9.248209,1.895645,否
2010-01-05,sz.000429,10.9174602600,10.9576719000,10.6560846000,10.8571428000,10.9174602600,5964155,32094136.3000,后复权,1.284613,正常交易,-0.552500,19.321034,7.517187,9.197114,1.885171,否
2010-01-06,sz.000429,10.8571428000,10.8571428000,10.8571428000,10.8571428000,10.8571428000,0,0.0000,后复权,,停牌,0.000000,19.321034,7.517187,9.197114,1.885171,否
2010-01-07,sz.000429,10.8169311600,10.8169311600,10.5756613200,10.6359787800,10.8571428000,6527053,34795641.9000,后复权,1.405855,正常交易,-2.037000,18.927458,7.364059,9.009765,1.846770,否
2010-01-08,sz.000429,10.6560846000,10.7566137000,10.5555555000,10.7365078800,10.6359787800,4027130,21311268.9100,后复权,0.867399,正常交易,0.945200,19.106356,7.433663,9.094924,1.864225,否
2010-01-11,sz.000429,10.7968253400,10.8571428000,10.7164020600,10.7566137000,10.7365078800,4484601,24062802.3900,后复权,0.965934,正常交易,0.187300,19.142136,7.447584,9.111956,1.867716,否
2010-01-12,sz.000429,10.7767195200,10.9777777200,10.6761904200,10.9777777200,10.7566137000,6650698,36044574.0300,后复权,1.432487,正常交易,2.056100,19.535712,7.600711,9.299304,1.906118,否
2010-01-13,sz.000429,10.8169311600,10.9777777200,10.7566137000,10.8370369800,10.9777777200,6808211,36878936.2200,后复权,1.466413,正常交易,-1.282100,19.285254,7.503266,9.180082,1.881680,否
2010-01-14,sz.000429,10.7968253400,11.0582010000,10.7968253400,11.0582010000,10.8370369800,9589173,52355579.7400,后复权,2.065402,正常交易,2.040800,19.678831,7.656394,9.367431,1.920082,否
2010-01-15,sz.000429,11.0783068200,11.1185184600,10.9576719000,11.0783068200,11.0582010000,7223971,39701410.4700,后复权,1.555964,正常交易,0.181800,19.714611,7.670315,9.384463,1.923573,否
2010-01-18,sz.000429,11.0582010000,11.2994708400,11.0179893600,11.2793650200,11.0783068200,11223984,62546352.3100,后复权,2.417522,正常交易,1.814900,20.072408,7.809522,9.554780,1.958484,否
