交易日期,交易时间,证券代码,开盘价,最高价,最低价,收盘价,成交量,成交额,复权状态
2022-01-04,20220104093500000,sz.000402,181.4053410000,181.7264124000,181.0842696000,181.4053410000,999600,5645265.0000,后复权
2022-01-04,20220104094000000,sz.000402,181.4053410000,182.0474838000,181.4053410000,181.4053410000,635900,3596994.0000,后复权
2022-01-04,20220104094500000,sz.000402,181.7264124000,181.7264124000,181.4053410000,181.4053410000,298900,1689529.0000,后复权
2022-01-04,20220104095000000,sz.000402,181.4053410000,182.3685552000,181.4053410000,182.0474838000,608100,3445058.0000,后复权
2022-01-04,20220104095500000,sz.000402,182.0474838000,182.6896266000,182.0474838000,182.6896266000,535400,3041430.0000,后复权
2022-01-04,20220104100000000,sz.000402,182.3685552000,182.6896266000,182.0474838000,182.0474838000,285300,1619770.0000,后复权
2022-01-04,20220104100500000,sz.000402,182.3685552000,182.6896266000,182.0474838000,182.6896266000,551500,3134736.0000,后复权
2022-01-04,20220104101000000,sz.000402,182.6896266000,183.0106980000,182.3685552000,183.0106980000,844900,4805808.0000,后复权
2022-01-04,20220104101500000,sz.000402,183.0106980000,183.0106980000,182.0474838000,182.0474838000,591900,3364199.0000,后复权
2022-01-04,20220104102000000,sz.000402,182.0474838000,182.3685552000,182.0474838000,182.3685552000,435200,2468596.0000,后复权
2022-01-04,20220104102500000,sz.000402,182.3685552000,182.6896266000,182.0474838000,182.3685552000,277900,1578710.0000,后复权
2022-01-04,20220104103000000,sz.000402,182.6896266000,182.6896266000,182.0474838000,182.0474838000,697100,3955403.0000,后复权
2022-01-04,20220104103500000,sz.000402,182.0474838000,182.3685552000,182.0474838000,182.0474838000,111101,630209.0000,后复权
2022-01-04,20220104104000000,sz.000402,182.0474838000,182.6896266000,182.0474838000,182.3685552000,416500,2365087.0000,后复权
2022-01-04,20220104104500000,sz.000402,182.3685552000,182.6896266000,182.0474838000,182.3685552000,153610,872568.0000,后复权
2022-01-04,20220104105000000,sz.000402,182.3685552000,182.6896266000,182.3685552000,182.3685552000,145100,824714.0000,后复权
2022-01-04,20220104105500000,sz.000402,182.3685552000,183.0106980000,182.3685552000,182.6896266000,817000,4649337.0000,后复权
2022-01-04,20220104110000000,sz.000402,182.6896266000,183.0106980000,182.3685552000,182.6896266000,752300,4280283.0000,后复权
2022-01-04,20220104110500000,sz.000402,182.6896266000,183.3317694000,182.6896266000,183.3317694000,590075,3364074.0000,后复权
2022-01-04,20220104111000000,sz.000402,183.0106980000,183.3317694000,182.6896266000,183.0106980000,257000,1464280.0000,后复权
2022-01-04,20220104111500000,sz.000402,183.0106980000,183.0106980000,182.3685552000,182.6896266000,384600,2188701.0000,后复权
2022-01-04,20220104112000000,sz.000402,182.3685552000,183.0106980000,182.3685552000,182.6896266000,129000,734211.0000,后复权
2022-01-04,20220104112500000,sz.000402,182.6896266000,183.0106980000,182.6896266000,183.0106980000,395500,2253999.0000,后复权
2022-01-04,20220104113000000,sz.000402,183.0106980000,183.3317694000,182.6896266000,183.0106980000,232700,1326580.0000,后复权
2022-01-04,20220104130500000,sz.000402,183.3317694000,183.3317694000,183.0106980000,183.0106980000,407300,2323787.0000,后复权
2022-01-04,20220104131000000,sz.000402,183.0106980000,183.3317694000,183.0106980000,183.0106980000,376300,2147803.0000,后复权
2022-01-04,20220104131500000,sz.000402,183.0106980000,183.6528408000,183.0106980000,183.6528408000,1173819,6707193.0000,后复权
2022-01-04,20220104132000000,sz.000402,183.6528408000,183.9739122000,183.3317694000,183.6528408000,441481,2526445.0000,后复权
2022-01-04,20220104132500000,sz.000402,183.6528408000,183.9739122000,183.3317694000,183.6528408000,447700,2560504.0000,后复权
2022-01-04,20220104133000000,sz.000402,183.6528408000,183.6528408000,183.3317694000,183.3317694000,170200,973115.0000,后复权
2022-01-04,20220104133500000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.3317694000,109800,627589.0000,后复权
2022-01-04,20220104134000000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.3317694000,331500,1894854.0000,后复权
2022-01-04,20220104134500000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.3317694000,141900,810858.0000,后复权
2022-01-04,20220104135000000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.3317694000,228300,1305469.0000,后复权
2022-01-04,20220104135500000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.6528408000,189400,1082634.0000,后复权
2022-01-04,20220104140000000,sz.000402,183.6528408000,183.9739122000,183.3317694000,183.6528408000,333800,1909087.0000,后复权
2022-01-04,20220104140500000,sz.000402,183.6528408000,183.9739122000,183.3317694000,183.3317694000,193600,1107204.0000,后复权
2022-01-04,20220104141000000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.3317694000,119900,685432.0000,后复权
2022-01-04,20220104141500000,sz.000402,183.6528408000,183.6528408000,183.3317694000,183.3317694000,116100,663501.0000,后复权
2022-01-04,20220104142000000,sz.000402,183.3317694000,183.9739122000,183.3317694000,183.6528408000,441906,2527106.0000,后复权
2022-01-04,20220104142500000,sz.000402,183.9739122000,183.9739122000,183.6528408000,183.6528408000,183000,1048091.0000,后复权
2022-01-04,20220104143000000,sz.000402,183.6528408000,183.9739122000,183.3317694000,183.6528408000,359694,2057484.0000,后复权
2022-01-04,20220104143500000,sz.000402,183.6528408000,183.6528408000,183.3317694000,183.3317694000,390300,2232391.0000,后复权
2022-01-04,20220104144000000,sz.000402,183.3317694000,183.9739122000,183.3317694000,183.9739122000,362300,2072214.0000,后复权
2022-01-04,20220104144500000,sz.000402,183.6528408000,183.9739122000,183.3317694000,183.6528408000,152500,872044.0000,后复权
2022-01-04,20220104145000000,sz.000402,183.6528408000,183.6528408000,183.3317694000,183.6528408000,288100,1646480.0000,后复权
2022-01-04,20220104145500000,sz.000402,183.3317694000,183.6528408000,183.3317694000,183.6528408000,391100,2236505.0000,后复权
2022-01-04,20220104150000000,sz.000402,183.6528408000,183.6528408000,183.3317694000,183.6528408000,470383,2690080.0000,后复权
2022-01-05,20220105093500000,sz.000402,183.6528408000,185.5792692000,183.3317694000,184.9371264000,1979200,11378030.0000,后复权
2022-01-05,20220105094000000,sz.000402,184.9371264000,184.9371264000,183.9739122000,184.6160550000,947330,5445429.0000,后复权
2022-01-05,20220105094500000,sz.000402,184.6160550000,184.9371264000,183.9739122000,184.6160550000,688000,3952907.0000,后复权
2022-01-05,20220105095000000,sz.000402,184.6160550000,185.2581978000,184.6160550000,184.6160550000,761000,4383001.0000,后复权
2022-01-05,20220105095500000,sz.000402,184.9371264000,184.9371264000,183.9739122000,183.9739122000,641200,3683850.0000,后复权
2022-01-05,20220105100000000,sz.000402,183.9739122000,184.2949836000,183.9739122000,183.9739122000,395100,2266494.0000,后复权
2022-01-05,20220105100500000,sz.000402,183.9739122000,184.6160550000,183.9739122000,184.2949836000,383400,2200458.0000,后复权
2022-01-05,20220105101000000,sz.000402,184.2949836000,184.2949836000,183.6528408000,183.9739122000,653000,3740370.0000,后复权
2022-01-05,20220105101500000,sz.000402,183.9739122000,184.2949836000,183.6528408000,183.9739122000,365831,2095963.0000,后复权
2022-01-05,20220105102000000,sz.000402,183.9739122000,184.2949836000,183.6528408000,183.9739122000,405669,2325362.0000,后复权
2022-01-05,20220105102500000,sz.000402,183.6528408000,183.9739122000,183.6528408000,183.9739122000,249300,1428056.0000,后复权
2022-01-05,20220105103000000,sz.000402,183.9739122000,183.9739122000,183.3317694000,183.9739122000,636700,3643248.0000,后复权
2022-01-05,20220105103500000,sz.000402,183.9739122000,184.2949836000,183.6528408000,184.2949836000,485900,2783117.0000,后复权
2022-01-05,20220105104000000,sz.000402,184.2949836000,184.9371264000,183.9739122000,184.6160550000,890331,5117144.0000,后复权
2022-01-05,20220105104500000,sz.000402,184.6160550000,185.2581978000,184.2949836000,185.2581978000,686800,3956339.0000,后复权
2022-01-05,20220105105000000,sz.000402,184.9371264000,185.2581978000,184.9371264000,184.9371264000,366520,2113553.0000,后复权
2022-01-05,20220105105500000,sz.000402,184.9371264000,185.5792692000,184.9371264000,185.5792692000,722650,4170087.0000,后复权
2022-01-05,20220105110000000,sz.000402,185.2581978000,186.2214120000,185.2581978000,185.5792692000,1615600,9345731.0000,后复权
2022-01-05,20220105110500000,sz.000402,185.5792692000,185.5792692000,185.2581978000,185.2581978000,170700,985485.0000,后复权
2022-01-05,20220105111000000,sz.000402,185.2581978000,185.9003406000,185.2581978000,185.2581978000,544100,3144645.0000,后复权
2022-01-05,20220105111500000,sz.000402,185.2581978000,185.5792692000,185.2581978000,185.2581978000,197200,1137891.0000,后复权
2022-01-05,20220105112000000,sz.000402,185.2581978000,185.5792692000,184.9371264000,185.2581978000,269400,1554609.0000,后复权
2022-01-05,20220105112500000,sz.000402,185.2581978000,185.2581978000,184.9371264000,185.2581978000,127100,732826.0000,后复权
2022-01-05,20220105113000000,sz.000402,185.2581978000,185.2581978000,184.9371264000,185.2581978000,209700,1209603.0000,后复权
2022-01-05,20220105130500000,sz.000402,184.9371264000,185.2581978000,184.6160550000,184.9371264000,346600,1996995.0000,后复权
2022-01-05,20220105131000000,sz.000402,184.6160550000,185.2581978000,184.6160550000,184.9371264000,190400,1096091.0000,后复权
2022-01-05,20220105131500000,sz.000402,184.9371264000,184.9371264000,184.2949836000,184.6160550000,380700,2188183.0000,后复权
2022-01-05,20220105132000000,sz.000402,184.6160550000,184.6160550000,184.2949836000,184.2949836000,106800,613961.0000,后复权
2022-01-05,20220105132500000,sz.000402,184.6160550000,184.6160550000,183.9739122000,183.9739122000,331500,1903220.0000,后复权
2022-01-05,20220105133000000,sz.000402,183.9739122000,184.2949836000,183.6528408000,183.9739122000,625139,3582079.0000,后复权
2022-01-05,20220105133500000,sz.000402,183.9739122000,184.2949836000,183.6528408000,184.2949836000,154600,886092.0000,后复权
2022-01-05,20220105134000000,sz.000402,184.2949836000,184.2949836000,183.9739122000,184.2949836000,161900,928058.0000,后复权
2022-01-05,20220105134500000,sz.000402,184.2949836000,184.2949836000,183.9739122000,184.2949836000,188800,1083279.0000,后复权
2022-01-05,20220105135000000,sz.000402,184.2949836000,184.2949836000,183.9739122000,184.2949836000,83200,477353.0000,后复权
2022-01-05,20220105135500000,sz.000402,184.2949836000,184.2949836000,183.9739122000,183.9739122000,136400,782200.0000,后复权
2022-01-05,20220105140000000,sz.000402,183.9739122000,184.2949836000,183.6528408000,183.9739122000,380261,2178685.0000,后复权
2022-01-05,20220105140500000,sz.000402,183.9739122000,184.2949836000,183.6528408000,184.2949836000,181700,1041091.0000,后复权
2022-01-05,20220105141000000,sz.000402,184.2949836000,184.2949836000,183.9739122000,183.9739122000,39000,223795.0000,后复权
2022-01-05,20220105141500000,sz.000402,183.9739122000,184.2949836000,183.9739122000,184.2949836000,91100,522789.0000,后复权
2022-01-05,20220105142000000,sz.000402,184.2949836000,184.2949836000,183.9739122000,183.9739122000,128700,738646.0000,后复权
2022-01-05,20220105142500000,sz.000402,183.9739122000,184.2949836000,183.9739122000,184.2949836000,303200,1737713.0000,后复权
2022-01-05,20220105143000000,sz.000402,184.2949836000,184.2949836000,183.6528408000,183.6528408000,313300,1795021.0000,后复权
2022-01-05,20220105143500000,sz.000402,183.6528408000,184.2949836000,183.6528408000,184.2949836000,126100,722470.0000,后复权
2022-01-05,20220105144000000,sz.000402,184.2949836000,184.2949836000,183.9739122000,183.9739122000,253100,1450414.0000,后复权
2022-01-05,20220105144500000,sz.000402,183.9739122000,184.2949836000,183.6528408000,183.6528408000,194432,1113871.0000,后复权
